id,country_id,year,Population growth,Urban population,Urban population growth,Fertility rate,Life expectancy (females),Life expectancy (males),Population distribution (children),Population distribution (elders),Migrant,Migrant ratio,Refugees,Infant mortality,Health expenditure,Physicians ratio,Education expenditure,Primary enroll ratio (females),Primary enroll ratio (males),Secondary enroll ratio (females),Secondary enroll ratio (males),Tertiary enroll ratio (females),Tertiary enroll ratio (males),Homicide rate,Women in parliaments
1,1,2005,4.4,22.7,5.0,7.2,58.1,55.8,47.6,3.6,87.3,0.3,159.6,89.4,9.9,0.2,,74.5,126.9,9.3,28.6,0.5,1.9,,
2,1,2010,2.8,23.7,3.7,6.4,61.3,58.9,47.8,3.9,102.2,0.4,1200.0,76.7,8.6,0.2,3.5,82.7,120.6,34.3,68.6,1.4,6.1,3.4,27.3
3,1,2018,3.2,25.5,4.0,5.3,63.5,61.0,42.6,4.2,133.6,0.4,2189.2,68.6,10.3,0.3,3.2,84.3,124.0,39.7,69.6,3.6,13.0,6.3,27.7
4,2,2005,-0.3,46.7,2.0,1.9,77.8,72.2,26.5,12.3,64.7,2.1,0.1,21.1,6.3,,3.2,100.6,101.6,76.4,80.2,27.2,19.1,5.0,6.4
5,2,2010,-0.9,52.2,1.3,1.6,78.5,73.2,22.5,15.0,52.8,1.8,0.1,16.8,5.0,1.3,3.3,93.0,94.6,88.1,89.1,51.6,38.6,4.3,16.4
6,2,2018,-0.1,60.3,1.8,1.7,79.9,75.6,17.1,19.7,52.5,1.8,7.7,14.6,6.8,1.3,3.5,108.3,111.1,91.5,98.3,76.1,48.2,2.7,27.9
7,3,2005,1.3,63.8,2.6,2.4,72.9,70.1,29.1,7.0,197.4,0.6,94.4,37.3,3.2,1.0,,103.4,111.8,82.4,75.2,23.3,18.2,0.6,6.2
8,3,2010,1.6,67.5,2.8,2.7,75.2,72.6,27.2,7.8,217.0,0.6,94.4,32.6,5.1,1.2,4.3,111.4,118.9,98.7,95.3,35.3,24.4,0.7,7.7
9,3,2018,2.0,72.6,2.9,3.0,76.5,74.1,29.5,9.6,248.6,0.6,100.2,27.7,7.1,,,110.6,116.6,101.5,97.8,53.6,32.1,1.4,25.8
10,4,2005,0.5,88.1,0.4,,,,38.8,5.4,24.2,41.0,,,,,,,,,,,,10.1,
11,4,2010,-1.2,87.6,-1.3,,76.2,68.5,35.0,6.7,23.6,42.3,,,,,,,,,,,,9.0,
12,4,2018,0.0,87.2,-0.1,2.6,77.8,71.1,33.3,9.0,23.6,42.3,,9.6,,,,,,,,,,5.4,
13,5,2005,3.7,90.3,3.3,1.2,,,15.1,16.1,50.3,63.8,,,9.8,3.3,1.6,,,,,,,1.3,14.3
14,5,2010,1.4,88.8,1.0,1.2,,,14.0,18.6,52.1,61.6,,,11.6,,3.1,,,,,,,1.2,35.7
15,5,2018,-1.6,88.1,-1.7,1.2,,,14.4,19.0,41.0,53.3,,,12.0,3.7,3.3,,,,,,,1.2,32.1
16,6,2005,3.5,56.0,5.7,6.6,52.5,47.5,47.2,3.7,61.3,0.3,14.9,108.3,4.0,0.1,2.8,,,13.6,16.7,0.6,0.9,,15.0
17,6,2010,3.6,59.8,4.9,6.4,58.2,53.0,47.3,3.6,76.5,0.3,19.4,83.8,2.7,0.1,3.5,92.8,117.6,21.2,31.9,,,,38.6
18,6,2018,3.5,65.5,4.7,6.0,63.0,57.4,46.6,4.1,638.5,2.1,78.4,65.4,2.9,,,91.2,146.7,20.7,32.9,7.4,9.6,4.8,30.5
19,7,2005,2.6,100.0,2.6,1.8,81.1,76.5,27.7,10.2,4.7,37.1,,,,,,,,,,,,8.1,
20,7,2010,1.7,100.0,1.7,2.0,,,,,5.1,37.1,,,,,2.8,,,,,,,7.4,
21,7,2018,1.2,100.0,1.2,,,,23.3,7.6,5.6,37.4,0.0,,,,,,,,,,,27.7,
22,8,2005,1.3,29.2,-0.6,2.3,76.4,71.5,28.4,9.3,24.7,27.7,,12.2,4.4,,3.4,,,65.7,72.6,,,3.4,10.5
23,8,2010,1.2,26.2,-1.0,2.2,77.4,72.6,26.6,8.9,26.4,27.9,,10.0,5.5,,2.5,89.9,98.1,100.0,98.8,20.9,8.3,6.3,10.5
24,8,2018,1.1,24.6,0.1,2.1,78.2,73.3,23.6,11.3,28.6,28.1,0.0,9.1,4.8,,,85.1,90.2,94.6,92.7,29.2,14.1,10.3,11.1
25,9,2005,1.1,90.0,1.3,2.5,78.1,70.6,26.9,13.8,1673.1,4.3,3.9,15.0,6.4,3.2,3.9,116.6,117.7,98.4,89.8,75.8,52.1,,33.7
26,9,2010,1.0,90.8,1.2,2.4,79.0,71.3,25.9,14.4,1806.0,4.4,4.2,14.6,6.8,,5.0,115.9,117.5,106.6,97.1,89.2,59.1,,38.5
27,9,2018,1.0,91.9,1.2,2.3,79.8,72.2,24.7,15.6,2164.5,4.9,7.7,13.7,6.8,3.9,5.9,109.7,110.1,110.2,104.0,106.8,65.3,5.9,38.9
28,10,2005,-0.6,63.9,-0.8,1.6,75.3,69.1,21.5,14.4,469.1,15.7,219.6,27.0,7.0,,2.7,96.3,94.6,96.5,87.8,46.0,32.8,1.9,5.3
29,10,2010,-0.7,63.4,-0.9,1.7,75.8,69.4,19.5,14.8,221.6,7.7,85.8,21.0,5.3,2.8,3.2,112.8,109.2,99.0,101.2,58.0,47.6,1.9,9.2
30,10,2018,0.3,63.1,0.2,1.6,77.0,70.6,20.1,17.5,190.7,6.5,18.6,13.2,10.1,2.8,2.8,94.8,94.0,88.4,84.0,57.1,45.0,3.0,18.1
31,11,2005,1.9,44.9,1.1,1.8,76.4,71.5,21.5,12.6,32.5,32.5,,17.8,,,4.7,107.8,114.9,96.1,95.8,37.3,25.9,6.0,
32,11,2010,0.3,43.1,-0.5,1.8,77.1,72.2,20.9,15.5,34.3,33.8,0.0,16.2,,,6.7,113.0,114.5,98.3,93.5,43.9,31.1,3.9,
33,11,2018,0.5,43.4,0.5,1.8,77.8,72.9,17.7,20.4,36.4,34.5,0.0,14.8,,,6.5,115.2,118.9,112.1,110.2,21.4,9.4,1.9,
34,12,2005,1.2,84.6,1.3,1.8,82.8,77.8,19.8,17.4,4878.0,24.1,66.8,4.9,8.0,2.5,4.9,103.3,101.8,,,,,1.3,24.7
35,12,2010,1.8,85.2,1.9,2.0,83.8,79.2,19.0,18.9,5883.0,26.6,25.6,4.4,8.5,2.9,5.6,105.8,106.0,,,,,1.0,27.3
36,12,2018,1.5,86.0,1.6,1.9,84.4,80.2,19.1,21.2,7035.6,28.8,82.4,3.9,9.4,3.5,5.2,101.3,101.4,142.7,164.5,144.1,100.8,0.9,28.7
37,13,2005,0.5,58.8,0.0,1.4,81.7,75.9,16.0,22.1,1136.3,13.8,62.8,4.5,9.6,,5.2,100.8,100.9,97.8,102.8,,,0.7,33.9
38,13,2010,0.4,57.4,-0.1,1.4,82.8,77.3,14.7,23.3,1276.0,15.2,68.7,3.8,10.1,4.8,5.7,99.1,100.5,96.8,100.8,,,0.7,27.9
39,13,2018,0.6,58.3,0.7,1.4,83.5,78.4,14.1,25.5,1660.3,19.0,170.9,3.3,10.3,5.2,5.4,102.0,102.5,98.9,102.9,90.8,76.4,0.7,34.4
40,14,2005,1.0,52.4,1.4,1.9,70.3,64.6,26.2,8.5,302.2,3.5,584.3,54.2,7.4,,3.0,92.8,98.2,,,,,2.2,10.5
41,14,2010,1.1,53.4,1.5,1.8,73.4,66.9,22.8,8.1,276.9,3.1,596.9,40.7,4.9,3.6,2.8,93.2,94.2,,,19.2,19.4,2.3,11.4
42,14,2018,1.3,55.7,1.7,2.1,74.6,68.6,23.3,10.6,259.2,2.6,618.3,31.4,6.7,3.4,3.0,105.9,106.9,,,29.7,25.0,2.1,16.8
43,15,2005,2.0,82.2,2.1,1.9,76.2,70.0,25.6,9.4,45.6,13.8,,11.6,5.9,,2.8,108.4,109.9,89.1,89.4,,,15.8,20.0
44,15,2010,1.8,82.4,1.9,1.9,77.3,71.2,22.5,10.5,54.7,15.2,0.0,10.0,7.4,2.7,,109.0,106.9,95.1,90.2,,,26.1,12.2
45,15,2018,1.4,83.0,1.5,1.8,78.1,72.0,20.5,14.0,61.8,15.6,0.0,9.1,7.4,2.3,,97.9,92.9,93.1,87.9,,,28.4,12.8
46,16,2005,5.8,88.4,5.8,2.6,75.8,74.2,25.7,3.4,404.0,45.4,0.0,9.8,3.0,1.1,,97.5,94.1,101.5,91.5,39.9,13.0,0.4,0.0
47,16,2010,6.7,88.6,6.7,2.2,76.7,74.9,20.3,3.5,657.9,53.0,0.2,8.0,3.3,0.9,2.5,101.0,96.1,93.5,92.2,38.3,12.2,0.9,2.5
48,16,2018,2.0,89.3,2.1,2.1,77.5,75.6,19.2,4.9,722.6,48.4,0.4,6.9,5.2,0.9,2.7,102.2,100.1,104.3,103.4,63.0,33.7,0.5,7.5
49,17,2005,1.7,26.8,4.3,2.9,67.3,66.2,34.4,6.6,1166.7,0.8,271.2,56.0,2.8,0.3,1.9,100.8,96.3,46.9,44.0,4.2,8.1,2.5,2.0
50,17,2010,1.2,30.5,3.7,2.5,70.0,68.2,32.1,6.9,1345.5,0.9,229.3,43.3,2.7,0.4,1.9,105.5,99.2,53.0,47.2,7.8,13.1,2.6,18.6
51,17,2018,1.2,36.6,3.5,2.2,72.9,69.8,27.8,7.5,1500.9,0.9,307.5,33.3,2.6,0.5,2.5,122.1,115.2,72.5,65.6,14.2,20.3,2.5,20.3
52,18,2005,0.3,32.8,-0.3,1.8,76.0,71.4,20.7,15.5,30.6,11.2,,12.4,6.3,1.8,5.6,96.0,96.3,108.0,109.1,57.0,23.0,10.6,13.3
53,18,2010,0.4,31.9,-0.2,1.8,76.9,72.1,19.9,17.3,32.8,11.7,,11.0,6.9,,6.1,100.6,98.9,102.2,101.6,95.9,43.9,11.1,10.0
54,18,2018,0.3,31.1,-0.1,1.8,77.7,72.9,18.9,21.6,34.7,12.1,0.0,9.6,7.5,,5.1,93.2,92.0,109.6,104.7,90.6,40.3,10.9,16.7
55,19,2005,-0.6,72.4,0.0,1.3,73.6,62.3,15.6,18.6,1107.0,11.5,13.2,9.6,6.3,,5.9,96.1,99.4,,,77.8,56.8,8.6,29.4
56,19,2010,-0.3,74.7,0.3,1.4,75.2,63.6,14.8,19.1,1090.4,11.5,8.4,6.3,5.3,3.5,5.2,103.6,103.8,105.8,109.3,94.0,65.0,4.2,31.8
57,19,2018,0.0,78.6,0.7,1.6,77.7,66.5,17.0,21.8,1078.7,11.4,8.0,3.6,6.1,4.1,5.0,102.1,101.7,103.5,105.2,98.4,76.3,3.6,34.5
58,20,2005,0.5,97.4,0.6,1.7,81.4,75.3,17.2,22.1,882.0,8.4,34.6,4.2,9.0,2.0,5.8,100.2,100.7,169.1,151.1,67.9,54.5,2.1,34.7
59,20,2010,0.7,97.7,0.8,1.8,82.3,76.8,16.9,23.2,1119.3,10.2,36.9,3.8,9.9,2.9,6.4,101.8,102.0,167.3,146.9,75.9,60.0,1.7,38.0
60,20,2018,0.6,98.0,0.7,1.8,83.0,78.0,17.2,24.9,1268.4,11.1,68.9,3.5,10.5,3.0,6.6,103.1,103.2,174.7,153.6,84.7,64.8,1.9,38.0
61,21,2005,2.7,45.3,2.7,3.4,71.6,65.7,39.0,4.7,41.4,14.6,0.6,19.7,4.4,1.0,5.3,110.8,115.8,77.7,75.3,19.7,12.5,28.6,6.7
62,21,2010,2.5,45.2,2.5,2.8,72.4,67.0,35.7,5.7,46.4,14.4,0.2,17.0,5.8,0.8,6.6,110.3,114.8,78.2,72.5,26.9,16.8,40.1,0.0
63,21,2018,2.2,45.7,2.3,2.6,72.7,67.2,30.9,6.3,60.0,16.0,5.1,14.3,6.2,,7.4,111.7,117.5,87.8,86.6,30.0,18.5,37.6,9.4
64,22,2005,3.0,40.5,4.1,5.8,57.7,54.6,44.4,5.0,171.5,2.1,32.1,84.1,4.0,0.0,3.6,89.0,112.4,18.4,39.2,1.8,7.2,7.2,7.2
65,22,2010,2.8,43.1,4.1,5.5,60.0,57.1,43.8,4.9,209.3,2.3,7.3,74.5,4.1,0.1,5.0,113.2,126.9,,,7.2,20.3,6.6,10.8
66,22,2018,2.8,47.3,4.0,5.2,61.4,58.5,42.4,5.0,253.3,2.3,1.2,67.7,4.0,0.2,4.4,127.6,137.2,48.9,68.5,7.9,18.4,6.2,7.2
67,23,2005,0.3,100.0,0.3,1.8,,,18.4,16.4,18.3,28.1,,,,,2.0,101.5,96.8,85.9,76.0,,,3.1,
68,23,2010,-0.4,100.0,-0.4,1.7,82.3,76.9,17.4,18.7,18.9,29.5,,,,,2.6,100.7,93.7,85.4,72.3,40.6,19.3,10.9,
69,23,2018,-0.6,100.0,-0.6,1.5,85.1,77.5,14.8,24.9,19.0,30.9,,,,,1.5,89.4,91.3,75.5,67.7,21.3,12.7,13.0,
70,24,2005,2.7,31.0,6.7,3.1,63.1,62.7,34.9,5.7,40.3,6.1,,51.9,3.5,0.2,7.1,90.0,92.2,41.7,46.7,3.7,5.7,1.7,9.3
71,24,2010,2.1,34.8,4.4,2.6,66.7,66.3,30.6,6.2,48.4,6.7,,39.5,3.2,0.2,4.0,107.9,105.2,64.2,63.0,5.1,8.4,2.2,8.5
72,24,2018,1.6,40.9,3.7,2.2,68.9,68.6,26.2,7.5,52.3,6.5,,30.5,3.5,0.4,7.4,95.3,94.7,87.8,80.2,8.9,12.1,1.1,8.5
73,25,2005,1.8,64.2,2.6,3.8,64.3,60.0,36.6,7.8,107.7,1.2,0.5,61.2,5.0,1.2,6.4,114.4,115.5,84.3,89.6,,,5.2,19.2
74,25,2010,1.7,66.4,2.4,3.4,67.3,62.7,34.7,8.3,122.8,1.2,0.7,51.0,5.1,0.4,7.6,103.6,105.7,82.6,83.6,,,12.8,22.3
75,25,2018,1.6,69.4,2.1,3.0,70.2,65.3,31.3,9.6,148.8,1.3,0.8,42.9,6.4,0.5,7.3,96.5,98.8,85.6,87.3,,,6.3,53.1
76,26,2005,0.0,74.8,0.0,,,,,,,,,,,,,,,,,,,,
77,26,2010,7.5,74.7,7.5,,,,,,11.4,54.7,0.0,,,,,,,,,,,,
78,26,2018,3.2,74.9,3.2,,,,,,13.5,53.2,,,,,,,,,,,,,
79,27,2005,0.1,44.0,0.8,1.3,77.5,72.0,17.7,17.4,47.3,1.3,199.5,9.9,9.1,,,,,,,,,1.9,16.7
80,27,2010,-0.3,45.6,0.4,1.3,78.1,72.9,15.7,19.2,38.8,1.0,179.0,9.0,9.0,1.7,,,,,,,,1.5,19.0
81,27,2018,-1.0,48.2,-0.3,1.3,78.8,73.7,14.2,23.9,37.1,1.1,156.4,7.6,9.4,1.9,,,,,,,,1.3,21.4
82,28,2005,1.4,55.9,2.4,3.2,51.0,47.3,35.1,5.0,88.8,4.8,3.7,65.4,5.3,0.2,10.7,107.8,109.5,82.4,80.0,8.6,9.7,15.7,11.1
83,28,2010,1.6,62.4,3.8,2.9,58.5,54.4,33.0,5.3,120.9,6.0,3.3,46.5,5.6,0.3,9.6,107.4,111.4,81.9,75.0,9.1,11.1,15.0,7.9
84,28,2018,1.8,69.4,3.3,2.9,66.1,59.8,31.2,6.5,166.4,7.3,2.9,35.2,6.0,0.4,,103.5,107.2,,,27.3,19.5,,9.5
85,29,2005,1.3,82.8,1.7,2.1,75.0,67.3,27.4,8.7,638.6,0.3,7.7,28.2,8.0,1.6,4.5,129.2,137.2,106.2,96.5,29.3,22.8,23.3,8.6
86,29,2010,1.0,84.3,1.4,1.9,76.7,69.2,24.9,10.0,592.6,0.3,5.2,20.4,8.0,1.8,5.6,128.2,133.9,102.1,91.5,42.2,31.9,22.0,8.8
87,29,2018,0.9,86.6,1.2,1.8,78.4,71.0,21.4,13.1,735.6,0.4,108.0,15.8,8.9,1.9,5.9,113.8,116.8,102.2,97.2,59.3,42.4,29.5,10.7
88,30,2005,2.3,43.2,3.0,2.0,78.5,69.9,26.3,7.4,15.0,64.8,,,,,,,,,,,,17.7,
89,30,2010,3.2,44.8,4.0,,,,22.3,9.7,17.1,62.7,0.0,,,,4.4,,,,,,,8.4,
90,30,2018,2.0,47.7,2.8,,,,,,20.0,64.0,0.0,,,,6.3,,,,,,,,
91,31,2005,1.8,73.2,2.4,2.0,77.4,74.2,27.8,4.8,98.4,27.0,,8.2,2.2,1.1,3.7,108.4,112.8,95.8,97.3,19.4,9.7,0.5,
92,31,2010,1.2,75.0,1.7,1.8,78.4,75.1,26.0,5.4,100.6,25.9,21.0,6.5,2.3,1.4,2.0,106.3,106.8,99.5,98.9,20.4,10.9,0.3,
93,31,2018,1.4,77.6,1.9,1.9,78.4,75.1,22.6,8.5,108.6,25.3,20.5,6.5,2.6,1.7,4.4,106.2,107.1,94.0,92.8,38.3,23.8,0.5,9.1
94,32,2005,-0.8,70.6,-0.3,1.2,75.8,68.8,13.6,23.1,61.1,0.8,5.2,12.7,6.9,,4.1,102.8,103.8,87.3,91.0,48.9,42.1,2.6,26.3
95,32,2010,-0.7,72.3,-0.3,1.4,76.7,69.7,13.3,25.3,76.3,1.0,6.9,9.5,7.1,3.8,3.9,108.3,108.7,88.2,92.1,66.1,50.0,2.0,20.8
96,32,2018,-0.6,75.0,-0.2,1.5,77.8,70.8,14.4,27.9,153.8,2.2,27.7,8.3,8.2,4.0,4.1,94.3,95.3,98.3,101.4,79.3,63.7,1.1,23.8
97,33,2005,2.9,21.5,6.7,6.4,52.6,50.5,46.5,4.1,597.0,4.4,1.3,90.0,4.4,0.1,4.4,51.8,64.6,11.8,16.7,1.4,3.2,0.5,11.7
98,33,2010,3.0,24.6,5.7,6.1,55.8,54.6,46.2,3.9,673.9,4.3,1.1,77.6,5.9,0.0,3.9,74.3,81.6,18.9,24.8,2.3,4.8,0.6,15.3
99,33,2018,3.0,29.4,5.2,5.6,59.3,58.0,44.9,3.9,708.9,3.7,34.2,64.8,5.4,0.0,4.2,90.1,92.1,34.9,36.7,3.8,7.3,0.4,11.0
100,34,2005,3.0,9.4,5.5,6.8,53.7,50.3,45.7,4.2,172.9,2.3,53.6,94.6,9.4,0.0,3.6,75.4,89.7,11.2,15.8,1.4,3.7,,18.4
101,34,2010,3.3,10.6,5.9,6.5,55.4,52.0,44.1,4.0,235.3,2.7,200.8,86.2,11.3,,6.8,137.0,141.8,19.5,28.7,2.3,4.6,4.0,31.4
102,34,2018,3.0,13.0,5.6,6.0,58.0,54.2,45.1,4.4,299.6,2.8,186.9,77.8,8.2,,5.4,131.3,130.5,47.6,49.2,2.5,8.3,6.0,36.4
103,35,2005,1.7,57.7,3.3,3.4,72.8,69.5,38.1,7.2,12.7,2.7,0.0,25.0,4.8,,7.5,110.1,114.7,75.3,66.7,7.8,7.3,9.3,11.1
104,35,2010,1.1,61.8,2.5,2.9,73.4,69.9,34.0,6.7,14.4,2.9,,23.5,4.5,0.6,5.6,99.0,106.1,94.0,79.1,20.2,15.7,7.8,18.1
105,35,2018,1.2,65.7,2.0,2.5,74.0,70.1,29.8,7.0,15.3,2.8,0.1,22.5,4.8,0.8,5.4,93.4,99.9,88.4,80.7,26.0,17.9,11.5,23.6
106,36,2005,1.8,19.2,2.4,3.4,63.0,58.5,37.1,5.3,114.0,0.9,0.4,65.9,7.1,0.2,1.7,126.0,135.6,25.7,36.7,2.1,4.7,3.4,9.8
107,36,2010,1.5,20.3,2.6,3.1,67.4,62.7,33.3,5.9,82.0,0.6,0.2,45.0,6.9,0.2,1.5,120.2,127.4,41.6,48.7,10.5,17.7,2.3,21.1
108,36,2018,1.6,23.4,3.4,2.7,69.6,65.5,31.2,7.2,76.3,0.5,0.1,29.9,6.0,0.1,1.9,108.8,111.6,,,11.8,14.4,1.8,20.3
109,37,2005,2.6,48.5,3.9,5.4,52.3,50.6,44.0,5.0,258.7,1.5,66.3,88.5,4.5,0.1,2.9,96.6,115.1,24.5,31.0,4.7,7.2,6.1,8.9
110,37,2010,2.7,51.6,3.9,5.2,55.4,53.4,43.5,4.9,289.1,1.4,106.7,77.2,5.0,0.1,3.0,102.8,118.9,37.9,45.2,10.3,12.6,5.0,13.9
111,37,2018,2.7,56.4,3.8,5.0,57.7,55.1,42.5,4.8,540.3,2.2,553.4,67.5,5.1,,2.8,112.9,125.3,57.1,66.4,15.5,19.3,4.2,31.1
112,38,2005,1.0,80.1,1.1,1.5,82.1,77.2,17.7,17.9,6079.0,18.8,167.7,5.3,9.1,1.9,4.8,96.6,97.4,99.8,102.1,,,2.1,21.1
113,38,2010,1.1,80.9,1.3,1.6,83.0,78.4,16.5,20.0,6761.2,19.8,216.6,5.1,10.6,2.0,5.4,98.9,98.4,101.1,103.5,,,1.6,22.1
114,38,2018,1.0,81.4,1.1,1.6,83.8,79.7,16.1,24.0,7861.2,21.5,134.5,4.7,10.4,2.5,5.3,101.5,101.4,113.9,112.2,,,1.7,27.0
115,39,2005,3.1,100.0,3.1,,,,,,21.7,44.5,,,,,,,,,,,,6.2,
116,39,2010,2.6,100.0,2.6,1.6,83.8,76.3,18.1,8.6,24.1,43.3,0.0,,,,,,,,,,,16.2,
117,39,2018,1.5,100.0,1.5,,,,18.3,6.7,24.4,39.6,0.1,,,,,,,,,,,8.4,
118,40,2005,1.9,38.1,2.1,5.4,44.9,42.5,42.2,5.7,94.4,2.3,28.7,113.4,4.5,0.1,1.6,52.3,76.0,8.1,15.5,0.6,3.1,,7.3
119,40,2010,1.5,38.9,1.9,5.3,47.4,44.6,42.5,5.5,93.5,2.1,215.3,105.9,3.8,0.0,1.2,74.2,104.3,9.7,17.5,1.3,4.0,,9.6
120,40,2018,0.4,41.4,1.1,5.1,51.0,47.8,42.8,5.5,88.8,1.9,649.6,93.5,4.8,,1.2,91.5,120.0,12.0,18.8,1.6,4.3,19.8,8.6
121,41,2005,3.8,21.8,3.9,7.2,48.5,46.8,49.1,4.2,352.1,3.5,275.5,110.8,4.9,0.0,1.7,58.0,85.5,8.1,23.2,0.2,2.7,10.7,6.5
122,41,2010,3.3,22.0,3.5,6.9,49.7,48.0,48.6,4.0,416.9,3.5,533.0,105.2,4.1,0.0,2.0,69.8,94.9,13.4,31.7,0.6,3.6,9.7,5.2
123,41,2018,3.3,23.1,3.8,6.3,52.8,50.5,46.9,4.0,489.7,3.3,563.7,91.2,4.6,0.0,2.9,77.0,99.0,14.3,31.0,1.1,5.7,9.0,12.8
124,42,2005,0.7,30.7,0.9,1.4,80.5,76.0,16.3,20.4,70.9,46.0,,10.3,,,,,,,,,,0.6,
125,42,2010,0.7,31.1,0.9,1.4,81.7,77.5,15.3,21.7,77.6,48.6,,8.7,,,,,,,,,,0.0,
126,42,2018,0.5,30.9,0.5,1.5,82.4,78.7,14.5,25.0,83.1,50.3,,7.9,,,,,,,,,,,
127,43,2005,1.1,86.8,1.3,2.0,80.3,74.3,24.6,11.8,273.4,1.7,0.9,8.4,6.6,1.0,3.3,104.3,109.2,96.0,94.8,47.7,49.7,3.6,12.5
128,43,2010,1.0,87.1,1.1,1.9,80.8,75.3,22.5,13.2,369.4,2.2,1.9,7.8,6.8,1.0,4.2,99.9,102.8,94.3,91.4,71.5,66.2,3.2,14.2
129,43,2018,0.9,87.6,1.0,1.8,81.3,76.2,20.1,16.5,488.6,2.7,6.9,7.4,8.1,,4.9,98.4,101.2,100.2,99.1,96.4,84.5,3.5,15.8
130,44,2005,0.6,42.5,4.0,1.6,74.7,71.7,19.9,11.0,678.9,0.1,301.1,25.3,4.3,1.1,,118.6,119.2,60.0,63.6,17.9,19.8,1.6,20.2
131,44,2010,0.6,49.2,3.5,1.6,76.3,73.2,17.8,12.6,849.9,0.1,301.1,16.7,4.5,1.5,,106.6,108.2,88.0,88.1,24.8,23.3,1.0,21.3
132,44,2018,0.5,59.2,2.9,1.6,77.2,74.2,17.6,16.6,999.5,0.1,318.0,11.6,5.3,3.6,,101.2,100.6,95.9,94.2,53.3,44.2,0.6,24.2
133,45,2005,0.5,100.0,0.5,1.0,84.4,78.5,14.4,15.6,2721.2,39.9,3.0,2.5,,,4.1,,,81.9,81.3,33.3,33.0,0.5,
134,45,2010,0.6,100.0,0.6,1.0,85.5,79.5,11.9,18.4,2780.0,39.6,0.6,1.9,,,3.5,,,87.1,87.5,58.9,59.2,0.5,
135,45,2018,0.6,100.0,0.6,1.2,86.4,80.5,11.9,24.3,2883.1,39.1,0.1,1.6,,,3.3,106.0,108.3,100.9,104.4,76.6,67.2,0.4,
136,46,2005,2.4,100.0,2.4,0.8,83.6,78.2,16.9,9.6,279.3,57.9,,4.9,,,2.3,96.6,102.8,83.2,89.3,44.2,65.7,0.8,
137,46,2010,2.1,100.0,2.1,0.9,84.9,79.1,12.7,11.0,318.5,59.3,0.0,3.8,,,2.6,94.8,96.6,86.2,89.0,54.0,56.0,0.4,
138,46,2018,2.3,100.0,2.3,1.2,86.2,80.3,13.8,17.0,353.7,56.8,0.0,3.0,,,3.0,105.1,106.5,99.1,99.5,89.4,67.3,0.2,
139,47,2005,1.4,76.0,1.9,2.3,75.4,68.0,28.9,7.6,107.6,0.2,2000.2,20.5,5.5,1.5,4.0,126.2,128.7,87.7,79.3,30.4,28.0,41.8,12.0
140,47,2010,1.2,78.0,1.7,2.1,76.6,69.2,26.4,9.0,124.3,0.3,3672.4,19.0,6.1,1.6,4.8,123.1,125.4,106.9,97.3,41.3,37.6,33.7,8.4
141,47,2018,1.0,80.8,1.4,1.9,77.4,70.2,23.1,12.1,142.3,0.3,7524.8,17.9,6.2,1.8,4.5,112.2,115.7,101.2,95.2,63.1,54.4,25.5,18.7
142,48,2005,2.4,27.9,2.3,5.2,61.2,58.0,42.3,4.6,13.2,2.2,0.0,72.6,10.1,0.2,3.9,101.6,114.5,38.0,49.8,2.7,3.5,9.5,3.0
143,48,2010,2.4,28.0,2.5,4.9,62.5,59.3,41.0,4.5,12.6,1.8,,66.7,8.7,,7.7,104.1,113.0,,,4.9,6.6,8.5,3.0
144,48,2018,2.4,29.0,2.7,4.6,64.5,61.2,39.5,5.0,12.6,1.5,,58.1,8.0,,4.3,101.2,108.6,63.1,59.1,8.0,9.9,7.7,6.1
145,49,2005,2.8,61.0,3.6,5.1,53.1,51.1,41.6,5.2,315.2,8.5,77.6,81.1,1.9,0.2,1.8,103.5,111.4,40.7,48.2,2.1,5.3,10.6,8.5
146,49,2010,3.3,63.3,4.0,5.0,59.2,56.7,41.7,5.0,419.6,9.6,138.7,61.0,2.0,0.1,6.2,103.8,110.0,,,2.2,10.3,9.9,7.3
147,49,2018,2.6,66.9,3.3,4.9,64.1,61.0,42.1,5.2,398.9,7.6,138.7,46.5,3.4,,,107.8,100.6,48.4,55.8,8.0,10.6,9.3,11.3
148,50,2005,1.7,71.0,3.4,,74.0,68.0,30.0,10.6,3.3,16.6,,,4.2,1.0,,113.0,110.2,84.9,75.1,,,,
149,50,2010,-1.2,73.3,-0.6,,76.2,69.5,26.1,11.9,3.8,20.3,,,3.5,1.2,,103.6,104.6,88.1,80.7,,,,
150,50,2018,-1.2,75.1,-0.9,2.6,79.6,71.7,26.9,14.2,4.2,24.2,,3.6,2.7,,4.7,105.2,111.7,90.1,84.9,50.1,41.2,3.5,
151,51,2005,1.6,65.7,3.7,2.2,80.2,75.5,27.4,9.4,358.2,8.4,11.5,10.9,6.7,1.3,4.9,111.5,114.4,86.2,82.6,30.2,24.5,7.9,35.1
152,51,2010,1.4,71.7,3.1,2.0,80.8,76.1,24.6,11.1,405.4,8.9,19.9,10.0,8.1,,6.6,115.8,118.1,104.3,100.1,,,11.6,36.8
153,51,2018,1.1,79.3,2.5,1.9,81.7,76.7,21.4,14.1,414.2,8.4,10.2,9.3,8.1,1.2,7.1,110.3,109.7,129.5,122.8,59.8,48.4,11.9,35.1
